,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Enclosed_Porch
282,60,68.0,8935,7,5,2002,2002,0.0,831.0,1660,0.0,3,7,0,493.0,0
283,80,0.0,9125,7,5,1992,1992,0.0,384.0,1482,0.0,3,7,1,392.0,0
284,20,0.0,11075,6,5,1984,1984,299.0,1190.0,1522,0.0,3,7,1,552.0,0
285,20,113.0,13438,9,5,2008,2008,1758.0,2190.0,2036,1.0,3,9,1,780.0,0
286,20,82.0,11070,5,5,1991,1991,55.0,1582.0,1595,1.0,2,5,0,672.0,0
287,60,65.0,7800,7,5,2005,2005,0.0,891.0,1686,0.0,3,8,0,462.0,0
288,90,78.0,7060,7,5,1997,1998,1309.0,1344.0,1344,2.0,2,8,0,784.0,0
289,90,0.0,11836,5,5,1970,1970,149.0,1652.0,1652,0.0,4,8,0,928.0,0
290,50,60.0,8382,4,5,1956,1956,0.0,832.0,1337,0.0,3,5,0,263.0,0
291,80,102.0,10192,7,6,1968,1992,0.0,570.0,1920,0.0,4,8,1,487.0,0
292,120,0.0,4426,6,5,2004,2004,662.0,848.0,848,1.0,1,3,0,420.0,0
293,120,24.0,2280,7,5,1975,1975,435.0,1057.0,1055,0.0,2,4,1,440.0,0
294,120,0.0,2887,6,5,1996,1997,1003.0,1291.0,1291,1.0,2,6,1,431.0,0
295,30,60.0,8520,6,8,1928,2003,0.0,624.0,720,0.0,2,5,0,484.0,0
296,180,21.0,1596,4,5,1973,1973,462.0,462.0,988,1.0,2,5,0,297.0,0
297,50,78.0,15600,5,7,1949,2005,312.0,1067.0,1523,1.0,3,7,1,295.0,81
298,60,65.0,9313,7,5,2004,2004,0.0,864.0,1728,0.0,3,7,0,572.0,0
299,120,22.0,11064,8,5,1995,1995,560.0,1230.0,1239,1.0,1,4,1,477.0,0
300,50,75.0,9000,5,5,1958,1958,330.0,1151.0,1955,0.0,4,7,0,356.0,0
301,70,75.0,12000,7,7,1941,1950,275.0,704.0,1564,0.0,3,7,1,234.0,0
302,80,62.0,7692,4,6,1954,1954,0.0,416.0,1204,0.0,3,6,0,312.0,0
303,20,81.0,14267,6,6,1958,1958,923.0,1329.0,1329,0.0,3,6,0,312.0,0
304,20,75.0,9675,5,6,1975,1975,330.0,864.0,879,0.0,3,5,0,440.0,0
305,20,60.0,8400,4,4,1950,1950,0.0,721.0,841,0.0,2,4,0,294.0,24
306,50,50.0,7500,6,6,1947,1950,0.0,784.0,1312,0.0,3,6,0,649.0,0
307,75,60.0,9600,6,5,1917,1950,319.0,735.0,2058,0.0,3,8,1,396.0,259
308,120,0.0,5814,8,5,1984,1984,1036.0,1220.0,1360,1.0,1,4,1,565.0,0
309,20,0.0,14860,8,5,2002,2003,1538.0,1778.0,1786,1.0,3,6,1,715.0,0
310,60,0.0,14803,6,5,1971,1971,416.0,825.0,1993,0.0,4,8,1,495.0,0
311,50,50.0,7550,4,5,1920,1950,0.0,951.0,1362,0.0,4,7,0,280.0,0
312,60,65.0,8125,7,5,2006,2007,812.0,1092.0,1550,1.0,2,7,0,438.0,0
313,20,40.0,13673,5,5,1962,1962,0.0,1140.0,1696,0.0,3,8,1,349.0,0
314,160,21.0,1533,4,5,1970,1970,408.0,546.0,1092,0.0,3,5,0,286.0,0
315,120,61.0,7658,9,5,2005,2005,456.0,1752.0,1752,1.0,2,6,1,576.0,0
316,60,63.0,12292,9,5,2006,2006,205.0,1094.0,2473,0.0,4,11,1,675.0,0
317,20,122.0,11923,9,5,2007,2007,0.0,1800.0,1800,0.0,2,7,0,702.0,0
318,60,91.0,10010,7,5,1993,1994,228.0,1080.0,2197,1.0,4,9,1,783.0,0
319,50,0.0,12358,5,6,1941,1950,360.0,720.0,1382,0.0,2,7,0,660.0,0
320,60,63.0,8577,7,5,2004,2004,0.0,847.0,1733,0.0,3,7,1,433.0,0
321,20,72.0,8640,7,5,2008,2008,0.0,1402.0,1402,0.0,3,7,0,625.0,0
322,20,62.0,10447,5,6,1984,1984,516.0,864.0,887,0.0,3,5,0,288.0,0
323,20,80.0,9600,5,5,1968,1968,758.0,1051.0,1051,1.0,3,6,0,504.0,0
324,70,69.0,4899,6,8,1920,1950,305.0,755.0,1510,0.0,3,6,0,216.0,164
325,90,87.0,9246,5,5,1973,1973,0.0,1656.0,1656,0.0,4,8,0,506.0,0
326,120,0.0,4928,6,5,1976,1976,120.0,1078.0,958,0.0,2,5,1,440.0,0
327,20,0.0,12692,8,5,1992,1993,1231.0,3200.0,3228,1.0,4,10,1,546.0,291
328,20,84.0,7476,5,7,1968,1968,812.0,1040.0,1040,1.0,3,5,0,686.0,0
329,50,53.0,5362,5,6,1910,2003,0.0,661.0,1250,0.0,3,8,1,552.0,81
330,80,78.0,12090,6,7,1984,2003,0.0,585.0,1868,0.0,3,7,1,477.0,0
331,60,96.0,12539,10,5,2005,2006,1082.0,1620.0,2790,1.0,4,10,1,1150.0,0
332,75,0.0,11888,6,6,1916,1994,0.0,844.0,2134,0.0,5,10,0,441.0,268
333,190,0.0,7082,5,8,1916,1995,0.0,686.0,1928,0.0,5,10,0,0.0,228
334,60,0.0,8755,7,5,1999,1999,772.0,992.0,2060,1.0,3,8,1,390.0,0
335,50,68.0,4080,6,8,1935,1998,0.0,901.0,1378,0.0,3,6,0,162.0,40
336,190,0.0,32463,4,4,1961,1975,1159.0,1249.0,1622,1.0,3,7,1,1356.0,0
337,60,112.0,12217,8,5,2007,2007,745.0,955.0,1880,1.0,3,8,1,880.0,0
338,120,0.0,3696,8,5,1986,1986,0.0,1074.0,1088,0.0,2,5,0,461.0,137
339,20,70.0,7560,5,5,1959,1959,369.0,1040.0,1040,0.0,3,6,0,286.0,252
340,70,55.0,10592,6,7,1923,1996,0.0,602.0,1502,0.0,3,7,2,180.0,112
341,160,21.0,1680,6,3,1971,1971,358.0,483.0,987,0.0,2,5,0,264.0,0
342,190,75.0,10382,6,5,1958,1958,513.0,588.0,1095,1.0,2,6,0,264.0,0
343,160,24.0,2522,7,5,2004,2004,0.0,970.0,1709,0.0,3,7,0,380.0,0
344,60,70.0,9370,6,5,1992,1993,758.0,836.0,1731,1.0,3,7,0,462.0,0
345,80,0.0,10246,4,9,1965,2001,648.0,648.0,960,1.0,0,3,0,364.0,0
346,60,85.0,11475,6,6,1975,1975,550.0,713.0,1552,1.0,3,6,1,434.0,0
347,20,75.0,9986,8,5,2006,2007,0.0,1795.0,1795,0.0,2,7,1,895.0,0
348,60,63.0,10475,5,5,1991,1991,458.0,624.0,1274,0.0,3,6,0,576.0,0
349,50,50.0,6000,6,6,1940,1950,264.0,572.0,1196,0.0,3,6,2,576.0,0
350,20,50.0,4280,4,9,1946,2001,0.0,560.0,704,0.0,2,4,0,220.0,24
351,20,119.0,10895,5,6,1955,1955,648.0,972.0,972,0.0,3,5,0,305.0,205
352,50,78.0,17503,6,5,1948,1950,0.0,912.0,1458,0.0,3,6,1,330.0,0
353,20,109.0,9723,6,7,1963,1963,0.0,1008.0,1008,0.0,2,5,0,430.0,0
354,20,90.0,11694,9,5,2007,2007,48.0,1822.0,1828,0.0,3,9,1,774.0,0
355,50,105.0,8470,3,2,1915,1982,0.0,1013.0,1526,0.0,2,6,0,0.0,156
356,50,50.0,6000,6,9,1937,2000,0.0,698.0,1176,0.0,2,4,0,624.0,0
357,20,70.0,10519,5,8,1955,1999,0.0,1057.0,1057,0.0,3,6,0,288.0,0
358,20,91.0,10437,8,6,1995,1995,1696.0,2109.0,2113,1.0,2,7,1,839.0,0
359,20,65.0,7514,5,7,1967,1975,373.0,943.0,1387,1.0,3,6,1,300.0,240
360,60,118.0,13654,9,5,2005,2006,0.0,1704.0,2758,0.0,4,9,1,814.0,0
361,30,48.0,5747,3,4,1920,1950,0.0,798.0,840,0.0,2,5,0,250.0,0
362,50,55.0,4500,5,5,1932,2000,182.0,793.0,1520,0.0,3,6,0,281.0,56
363,20,91.0,11830,8,5,2007,2007,1220.0,1542.0,1542,1.0,3,6,1,852.0,0
364,50,71.0,8520,5,4,1952,1952,507.0,910.0,1385,0.0,4,6,0,720.0,0
365,85,66.0,6760,5,5,1962,1962,734.0,896.0,936,1.0,3,6,1,288.0,160
366,50,51.0,6191,5,4,1941,1950,384.0,824.0,1288,0.0,4,6,0,240.0,0
367,20,80.0,8700,5,6,1963,1963,776.0,1120.0,1128,1.0,3,6,0,525.0,123
368,60,92.0,12003,8,5,2009,2010,0.0,774.0,1968,0.0,4,8,1,680.0,0
369,80,0.0,12700,6,5,1964,1964,939.0,1246.0,1246,1.0,3,6,2,441.0,0
370,70,75.0,13125,7,6,1940,1984,410.0,800.0,1740,0.0,3,6,2,240.0,0
371,20,0.0,8638,5,6,1963,1963,181.0,925.0,925,1.0,2,5,0,484.0,0
372,80,76.0,9967,7,5,2000,2000,0.0,384.0,1430,0.0,3,8,1,400.0,0
373,70,60.0,9600,8,9,1900,2003,0.0,930.0,1566,0.0,3,7,0,288.0,246
374,20,0.0,12774,5,5,1953,1953,624.0,984.0,950,0.0,2,5,0,400.0,0
375,80,70.0,8163,5,6,1959,1959,748.0,1144.0,1144,1.0,3,6,1,796.0,0
376,20,90.0,9900,5,5,1961,1961,0.0,1114.0,1114,1.0,3,5,0,451.0,0
377,20,95.0,13651,7,6,1973,1973,1880.0,2223.0,2223,1.0,3,8,2,516.0,0
378,75,60.0,7200,5,7,1920,1996,0.0,530.0,1111,0.0,3,6,0,288.0,144
379,20,65.0,9750,5,5,1958,1958,0.0,960.0,960,0.0,3,5,0,624.0,0
380,60,73.0,11184,6,5,1998,1998,0.0,932.0,1633,0.0,3,7,1,460.0,0
381,75,92.0,5520,6,6,1912,1950,0.0,755.0,2229,0.0,5,8,0,0.0,30
382,45,64.0,6390,6,7,1954,1954,0.0,936.0,984,1.0,2,4,0,280.0,0
383,20,79.0,10240,6,6,1980,1980,625.0,1686.0,1686,1.0,3,7,1,612.0,0
384,20,78.0,9316,7,5,2005,2005,56.0,1614.0,1614,0.0,3,7,1,576.0,0
385,20,60.0,7200,5,8,1972,1972,437.0,864.0,864,0.0,3,5,0,297.0,0
386,20,108.0,12228,7,5,2006,2006,0.0,1721.0,1740,0.0,4,8,0,874.0,0
387,20,78.0,10335,5,6,1968,1993,570.0,1461.0,1721,0.0,3,7,1,440.0,180
388,80,0.0,12328,6,5,1976,1976,539.0,1012.0,1034,1.0,3,6,0,888.0,0
389,90,68.0,8930,6,5,1978,1978,0.0,0.0,1902,0.0,4,8,0,539.0,0
390,20,81.0,9672,6,5,1984,1985,338.0,1040.0,1097,0.0,3,6,0,480.0,0
391,60,120.0,13975,9,5,2005,2006,0.0,1090.0,2206,0.0,4,10,1,670.0,0
392,80,94.0,7819,6,5,1976,1976,422.0,1029.0,1117,1.0,3,6,1,672.0,0
393,190,60.0,11340,4,6,1885,1950,0.0,777.0,2290,0.0,4,11,0,560.0,114
394,160,21.0,1680,6,5,1972,1972,276.0,483.0,948,0.0,2,5,0,264.0,0
395,50,65.0,6001,6,5,1940,1950,368.0,600.0,919,0.0,3,5,0,231.0,45
396,20,78.0,11700,6,6,1968,1968,0.0,912.0,1152,1.0,3,7,0,412.0,0
397,60,102.0,12858,9,5,2009,2010,0.0,1590.0,2334,0.0,3,10,1,751.0,0
398,20,73.0,9300,5,5,1960,1960,697.0,1268.0,1264,1.0,3,6,2,461.0,0
399,90,64.0,7018,5,5,1979,1979,1086.0,1086.0,1224,2.0,2,6,2,528.0,0
400,70,54.0,6629,6,6,1925,1950,551.0,672.0,1369,1.0,3,6,0,300.0,0
401,20,75.0,10650,5,6,1976,1976,182.0,894.0,894,1.0,3,5,0,308.0,0
402,160,0.0,2117,6,5,2000,2000,378.0,756.0,1573,0.0,3,5,0,440.0,0
403,60,105.0,13650,8,5,2002,2002,578.0,1671.0,2250,1.0,3,7,1,756.0,0
404,60,42.0,8433,6,5,2000,2000,683.0,794.0,1514,1.0,3,7,1,394.0,0
405,160,21.0,1680,6,5,1971,1971,0.0,672.0,1218,0.0,3,7,0,0.0,0
406,190,50.0,6000,5,4,1954,1954,0.0,811.0,1387,0.0,3,7,0,256.0,0
407,70,50.0,8500,4,4,1920,1950,0.0,649.0,1317,0.0,3,6,0,250.0,172
408,70,60.0,6882,6,7,1914,2006,0.0,684.0,1355,0.0,3,7,0,0.0,115
409,30,66.0,8712,4,7,1896,1950,0.0,756.0,952,0.0,3,5,0,330.0,265
410,20,0.0,7917,6,7,1976,1976,751.0,1143.0,1113,1.0,3,6,1,504.0,0
411,30,71.0,6900,5,6,1940,1955,403.0,740.0,778,0.0,2,4,1,924.0,0
412,50,60.0,9900,6,7,1940,1950,0.0,778.0,1489,0.0,3,7,1,240.0,0
413,20,86.0,13286,9,5,2007,2008,1234.0,1698.0,1698,1.0,3,8,1,768.0,0
414,70,107.0,12888,7,8,1937,1980,288.0,1005.0,2267,1.0,3,7,2,498.0,0
415,20,0.0,8885,5,5,1983,1983,301.0,864.0,902,1.0,2,5,0,484.0,0
416,60,62.0,8857,6,5,2006,2006,0.0,738.0,1495,0.0,3,7,1,440.0,0
417,20,53.0,14137,5,5,1996,1997,450.0,1348.0,1384,1.0,3,7,0,404.0,0
418,70,53.0,6720,6,7,1921,1950,0.0,585.0,1436,0.0,3,7,1,228.0,0
419,60,60.0,7500,6,5,1998,1999,476.0,952.0,1636,1.0,3,7,1,440.0,0
420,20,63.0,13072,6,5,2004,2004,941.0,1158.0,1158,1.0,3,5,0,576.0,0
421,20,67.0,10656,8,5,2006,2007,0.0,1638.0,1646,0.0,3,6,1,870.0,0
422,50,60.0,7200,5,7,1937,1950,569.0,731.0,1768,1.0,3,7,2,240.0,264
423,190,80.0,8800,6,7,1965,2000,901.0,1187.0,1565,1.0,3,7,2,299.0,211
424,75,60.0,10800,7,7,1914,1970,390.0,880.0,1768,0.0,2,6,2,320.0,0
425,190,50.0,9000,5,6,1951,1951,0.0,660.0,1396,0.0,4,8,0,0.0,0
426,80,80.0,13014,6,5,1978,1978,528.0,1008.0,1096,1.0,3,6,1,484.0,0
427,60,0.0,15896,7,5,1999,1999,913.0,1177.0,2312,1.0,4,8,1,658.0,0
428,120,41.0,5395,8,5,1993,1993,733.0,1337.0,1337,1.0,2,5,1,462.0,70
429,160,0.0,5105,7,5,2004,2004,239.0,551.0,1102,0.0,2,4,0,480.0,0
430,60,75.0,9473,8,5,2002,2002,804.0,1128.0,2031,1.0,3,7,1,577.0,0
431,30,60.0,8400,2,5,1920,1950,290.0,290.0,438,0.0,1,3,0,246.0,0
432,85,64.0,12102,5,5,1976,1976,456.0,456.0,1033,0.0,3,6,0,504.0,0
433,60,41.0,10905,7,5,2003,2003,0.0,1129.0,2327,0.0,4,9,1,596.0,0
434,20,0.0,9556,7,5,1992,1993,0.0,1168.0,1187,0.0,3,6,0,420.0,0
435,190,58.0,6430,6,6,1945,1950,780.0,780.0,1340,1.0,3,6,0,440.0,0
436,90,65.0,6040,4,5,1955,1955,0.0,0.0,1152,0.0,2,6,0,0.0,0
437,20,80.0,14695,6,8,1966,2008,1387.0,1562.0,1567,1.0,2,5,2,542.0,0
438,70,50.0,9000,7,9,1920,1988,624.0,650.0,1482,0.0,3,7,0,324.0,0
439,20,67.0,8368,7,5,2006,2007,0.0,1689.0,1689,0.0,3,7,0,433.0,0
440,190,195.0,41600,5,5,1969,1990,1047.0,1100.0,1424,1.0,3,7,0,828.0,0
441,20,59.0,6490,5,7,1983,1983,534.0,816.0,816,0.0,2,4,0,264.0,0
442,30,60.0,7290,7,8,1921,1950,0.0,1228.0,1424,0.0,2,7,1,312.0,90
443,60,0.0,7472,7,9,1972,2004,626.0,725.0,1479,1.0,4,7,0,484.0,0
444,190,70.0,7000,5,5,1962,1962,953.0,1025.0,1025,1.0,3,6,0,0.0,0
445,20,0.0,11717,6,6,1970,1970,0.0,1442.0,1442,0.0,2,6,1,615.0,0
446,60,106.0,11194,8,5,2000,2000,0.0,1406.0,1936,0.0,3,7,1,504.0,0
447,60,90.0,11250,7,5,1998,1998,796.0,1054.0,1939,0.0,3,8,1,555.0,0
448,60,64.0,8633,6,5,2005,2005,193.0,738.0,1476,1.0,3,7,0,540.0,0
449,85,70.0,8400,5,6,1968,1968,744.0,833.0,898,1.0,3,6,0,326.0,0
450,20,87.0,10037,8,5,2006,2007,666.0,1460.0,1460,0.0,3,6,1,480.0,0
451,85,0.0,8014,6,5,1978,1978,456.0,456.0,1034,0.0,3,5,1,504.0,0
452,20,0.0,12250,5,6,1978,1978,781.0,864.0,1174,1.0,3,5,0,528.0,280
453,160,0.0,2403,7,5,2003,2003,244.0,530.0,1080,0.0,2,4,0,496.0,0
454,50,50.0,8600,6,6,1937,1950,0.0,780.0,1376,0.0,3,7,1,198.0,0
455,50,60.0,13680,5,6,1940,1950,728.0,840.0,1567,1.0,2,6,2,440.0,150
456,70,60.0,10800,5,9,1895,1999,0.0,736.0,1534,0.0,3,6,0,0.0,0
457,120,39.0,5389,8,5,1995,1996,1180.0,1595.0,1616,1.0,2,5,1,608.0,0
458,50,60.0,10890,5,5,1938,1950,930.0,1058.0,1551,1.0,3,6,0,240.0,0
459,20,68.0,9768,5,5,1955,1955,100.0,960.0,960,1.0,2,5,0,330.0,0
460,20,73.0,8993,7,5,2007,2007,0.0,1302.0,1302,0.0,3,6,0,436.0,0
461,30,50.0,11672,5,5,1925,1950,0.0,816.0,816,0.0,2,4,0,210.0,112
462,120,0.0,9763,7,5,1998,1998,1102.0,1502.0,1502,1.0,1,5,1,286.0,0
463,20,56.0,9836,6,5,2008,2008,96.0,192.0,1133,1.0,3,7,0,308.0,0
464,60,89.0,10557,9,5,1998,1998,672.0,1408.0,3078,1.0,4,9,1,806.0,0
465,60,70.0,8462,6,5,1994,1994,814.0,928.0,1721,0.0,3,7,0,471.0,0
466,50,60.0,10818,4,4,1910,1950,0.0,1077.0,1760,0.0,4,7,1,648.0,96
467,70,61.0,7259,6,8,1945,2002,774.0,1028.0,2320,1.0,3,9,1,180.0,0
468,60,0.0,11800,7,5,2003,2004,766.0,1122.0,2486,1.0,5,10,1,452.0,0
469,20,75.0,7500,5,7,1959,1994,340.0,1246.0,1246,1.0,3,6,0,305.0,0
470,50,0.0,159000,6,7,1958,2006,697.0,1444.0,2144,0.0,4,7,2,389.0,0
471,50,62.0,6488,5,5,1942,1950,230.0,799.0,1150,0.0,3,6,2,215.0,0
472,20,110.0,14230,8,5,2007,2007,0.0,1566.0,1600,0.0,3,7,1,890.0,0
473,50,110.0,7810,4,6,1930,2003,189.0,930.0,1755,0.0,4,7,1,231.0,0
474,20,85.0,14331,8,5,2002,2002,1274.0,1800.0,1800,1.0,3,7,1,765.0,0
475,160,30.0,3182,7,5,2004,2005,0.0,600.0,1200,0.0,2,4,0,480.0,0
476,160,24.0,1920,5,5,1971,1971,471.0,765.0,1365,1.0,2,6,0,440.0,0
477,60,68.0,10110,6,5,2003,2003,80.0,835.0,1696,1.0,3,7,0,542.0,0
478,60,91.0,10984,7,5,2005,2006,0.0,945.0,1809,0.0,3,8,0,638.0,0
479,20,85.0,14082,8,5,2006,2006,1558.0,2220.0,2234,1.0,1,7,1,724.0,0
480,60,50.0,8480,6,5,1993,1994,602.0,886.0,1680,0.0,3,7,0,474.0,0
481,60,0.0,12205,6,8,1966,2007,568.0,832.0,2087,0.0,5,9,0,444.0,0
482,20,90.0,15750,8,5,1999,2000,1246.0,1462.0,1513,1.0,2,5,1,521.0,0
483,20,70.0,8050,5,6,1967,1993,474.0,949.0,1107,1.0,3,5,0,308.0,0
484,20,60.0,7200,5,7,1955,2007,0.0,0.0,827,0.0,2,5,1,392.0,0
485,75,35.0,6300,6,6,1914,2001,0.0,742.0,1484,0.0,3,9,1,0.0,134
486,30,30.0,5232,5,5,1925,2004,0.0,680.0,764,0.0,2,4,0,504.0,0
487,20,72.0,11846,9,5,2003,2004,1567.0,1792.0,1792,1.0,2,6,1,874.0,0
488,60,130.0,16900,8,5,2001,2002,1075.0,1479.0,2649,1.0,4,10,1,746.0,0
489,60,0.0,9636,6,5,1992,1993,0.0,808.0,1593,0.0,3,7,1,389.0,0
490,85,90.0,10012,4,5,1972,1972,920.0,1138.0,1181,1.0,3,6,0,588.0,180
491,20,91.0,14303,8,5,1994,1994,1314.0,1986.0,1987,1.0,2,7,1,691.0,0
492,70,43.0,5707,6,6,1935,1950,0.0,583.0,1242,0.0,3,6,1,180.0,0
493,20,78.0,9360,6,7,1968,2004,760.0,976.0,976,1.0,2,4,1,504.0,0
494,50,40.0,5680,5,3,1901,1950,0.0,969.0,1214,0.0,2,6,0,216.0,77
495,20,70.0,7000,5,6,1962,1962,468.0,864.0,864,0.0,3,5,0,336.0,0
496,50,51.0,10480,6,5,1936,1950,0.0,1064.0,1639,0.0,3,6,0,240.0,0
497,20,95.0,11578,9,5,2008,2008,0.0,1736.0,1736,0.0,3,7,1,834.0,0
498,90,64.0,7018,5,5,1979,1979,0.0,0.0,1535,0.0,4,8,0,400.0,0
499,60,0.0,9130,6,8,1966,2000,400.0,800.0,1632,0.0,4,7,0,484.0,0
500,30,60.0,10800,3,5,1890,1998,0.0,630.0,725,0.0,1,4,0,320.0,0
501,60,62.0,8244,7,5,2004,2004,0.0,840.0,1720,0.0,3,7,1,440.0,0
502,20,60.0,6000,4,4,1953,1953,0.0,936.0,936,0.0,2,4,0,576.0,112
503,120,0.0,3621,8,5,2003,2003,1084.0,1406.0,1589,1.0,2,7,1,630.0,0
504,60,59.0,7837,6,7,1993,1994,0.0,799.0,1571,0.0,3,7,1,380.0,0
505,20,72.0,10665,7,5,2003,2003,1013.0,1453.0,1479,1.0,3,7,0,558.0,0
506,60,70.0,10457,5,7,1969,1969,496.0,784.0,1632,0.0,4,7,1,898.0,368
507,20,60.0,8281,5,5,1965,1965,553.0,864.0,864,0.0,3,5,1,360.0,236
508,60,67.0,14948,9,5,2008,2008,1330.0,1452.0,2713,1.0,3,11,1,858.0,0
509,70,43.0,7000,7,8,1926,1997,424.0,624.0,1479,1.0,3,6,2,312.0,56
510,120,0.0,3940,7,5,2004,2004,1087.0,1393.0,1576,1.0,2,7,1,668.0,0
511,20,93.0,9382,7,5,1999,2000,0.0,1468.0,1479,0.0,3,6,0,577.0,0
512,40,55.0,6854,5,7,1925,1994,317.0,756.0,1060,1.0,1,6,1,308.0,0
513,30,0.0,11515,4,5,1958,1994,0.0,0.0,943,0.0,3,5,0,308.0,60
514,50,0.0,13837,7,5,1988,1988,1002.0,1204.0,2183,0.0,4,9,0,786.0,0
515,60,80.0,9938,7,5,1993,1994,750.0,1050.0,1949,1.0,3,8,1,574.0,0
516,20,85.0,12633,10,5,2006,2007,0.0,1824.0,1824,0.0,3,8,1,932.0,0
517,70,57.0,6876,6,5,1927,1950,522.0,720.0,1930,1.0,4,8,0,316.0,213
518,160,36.0,3951,10,5,1998,1999,128.0,970.0,2393,1.0,2,7,1,846.0,0
519,70,62.0,9856,5,8,1900,2005,0.0,716.0,2014,0.0,5,8,0,624.0,167
520,20,84.0,17808,4,5,1946,1950,0.0,484.0,1242,0.0,2,4,0,336.0,0
521,60,74.0,9627,7,5,1993,1994,758.0,996.0,2000,0.0,3,9,1,650.0,0
522,50,50.0,6000,6,6,1939,1950,0.0,780.0,1412,0.0,4,6,1,280.0,0
523,20,65.0,9757,5,7,1994,1994,755.0,990.0,990,1.0,3,5,0,440.0,0
524,20,58.0,9280,5,6,1951,1951,557.0,1342.0,1342,1.0,4,7,0,256.0,0
525,20,120.0,14780,9,5,2005,2005,1505.0,1868.0,1868,1.0,2,7,1,1085.0,0
526,70,60.0,7740,4,7,1910,1950,0.0,622.0,1363,0.0,3,6,0,528.0,0
527,20,80.0,9600,6,6,1958,1988,620.0,1240.0,1632,1.0,3,6,1,338.0,0
528,60,97.0,13478,10,5,2008,2008,1338.0,1722.0,2296,1.0,3,10,1,842.0,0
529,90,65.0,10926,5,5,1959,1959,0.0,1678.0,1678,0.0,6,10,0,0.0,0
530,20,0.0,6853,8,5,2001,2002,1005.0,1267.0,1296,1.0,2,6,0,471.0,0
531,20,85.0,10667,6,6,1971,1971,838.0,1587.0,1587,0.0,3,7,1,525.0,0
532,50,45.0,8212,5,6,1941,1950,626.0,720.0,1298,0.0,3,6,2,256.0,0
533,90,70.0,9100,5,5,1963,1963,1332.0,1728.0,1728,1.0,6,10,0,504.0,0
534,20,50.0,6000,5,6,1957,1957,308.0,928.0,928,0.0,3,5,0,288.0,0
535,60,78.0,9316,7,5,2005,2006,0.0,879.0,1795,0.0,3,7,0,578.0,0
536,20,75.0,9464,6,7,1958,1958,570.0,1080.0,1080,0.0,3,5,0,288.0,0
537,60,80.0,10400,7,5,1998,1998,0.0,866.0,1779,0.0,3,6,0,546.0,0
538,50,59.0,5310,6,8,1910,2003,0.0,485.0,1635,0.0,2,5,0,255.0,0
539,20,64.0,7406,7,5,2006,2006,684.0,1199.0,1220,1.0,2,6,0,632.0,0
540,120,0.0,4538,9,5,2001,2001,1004.0,1310.0,1310,1.0,1,5,1,545.0,0
541,190,62.0,10106,5,7,1940,1999,351.0,644.0,1355,1.0,4,6,0,0.0,0
542,60,0.0,13346,7,5,1992,2000,728.0,1095.0,2295,1.0,4,9,1,590.0,0
543,70,57.0,9639,4,8,1900,1950,0.0,1075.0,1798,0.0,4,7,0,342.0,160
544,20,0.0,15387,7,7,1967,1967,603.0,1620.0,1620,0.0,4,8,1,578.0,192
545,20,75.0,10050,5,5,1955,1955,288.0,1216.0,1216,1.0,3,5,0,336.0,0
546,50,0.0,6240,5,4,1936,1950,0.0,896.0,1344,0.0,3,7,0,240.0,0
547,50,45.0,7506,5,8,1925,1950,0.0,747.0,1159,0.0,3,5,0,288.0,96
548,20,0.0,8900,4,4,1966,1966,1056.0,1056.0,1056,1.0,2,5,0,384.0,0
549,50,80.0,8480,5,5,1947,1950,442.0,832.0,1216,0.0,2,6,0,336.0,102
550,50,50.0,6000,6,7,1929,1950,0.0,862.0,1158,0.0,3,5,1,208.0,112
551,20,74.0,8847,8,5,2005,2005,769.0,1538.0,1538,1.0,3,7,0,484.0,0
552,20,0.0,8050,5,5,1959,1959,856.0,1143.0,1143,1.0,3,6,0,308.0,0
553,20,70.0,8294,4,5,1971,1971,0.0,858.0,872,0.0,3,5,0,480.0,0
554,50,0.0,7920,6,7,1920,1950,0.0,319.0,1406,0.0,3,6,0,0.0,0
555,20,100.0,18494,6,5,2005,2005,0.0,1324.0,1324,0.0,3,6,0,430.0,0
556,20,0.0,7162,5,7,1966,1966,0.0,876.0,904,0.0,3,6,0,408.0,0
557,70,53.0,10918,7,9,1926,2004,0.0,1276.0,2080,0.0,3,9,2,282.0,0
558,120,37.0,4435,6,5,2004,2004,662.0,848.0,848,1.0,1,3,1,420.0,0
559,50,0.0,11250,4,5,1957,1989,0.0,1104.0,1788,1.0,5,8,2,304.0,0
560,20,0.0,14375,6,6,1958,1958,111.0,819.0,1344,0.0,3,7,1,525.0,0
561,190,100.0,9045,5,3,1910,1950,0.0,840.0,2256,0.0,4,12,0,0.0,18
562,60,97.0,10029,6,5,1988,1989,831.0,1151.0,2060,0.0,4,8,1,521.0,0
563,120,34.0,4060,6,5,1998,1999,266.0,1405.0,1337,1.0,2,5,0,511.0,0
564,80,82.0,9020,6,7,1966,1966,312.0,1127.0,1165,1.0,3,6,0,490.0,0
565,80,96.0,11777,5,6,1966,1966,328.0,1164.0,1320,1.0,3,6,2,564.0,240
566,20,70.0,10171,7,5,2004,2004,2.0,1517.0,1535,0.0,3,7,0,532.0,0
