,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,BsmtFin_SF_1,Total_Bsmt_SF,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,PID,Mas_Vnr_Area,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,Kitchen_AbvGr,Wood_Deck_SF,Screen_Porch,Bsmt_Qual_missing,BrkSide,Edwards,IDOTRR,NAmes,NoRidge,NridgHt,OldTown,Somerst,StoneBr,2fmCon,New
544,20,0.0,15387,7,7,603.0,1620.0,0.0,4,8,1,578.0,534129060,0.0,1620,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,20,75.0,10050,5,5,288.0,1216.0,1.0,3,5,0,336.0,535300040,0.0,1216,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
546,50,0.0,6240,5,4,0.0,896.0,0.0,3,7,0,240.0,903231190,0.0,896,448,1,0,1,200,0,0,1,0,0,0,0,0,0,0,0,0,0
547,50,45.0,7506,5,8,0.0,747.0,0.0,3,5,0,288.0,535375160,0.0,747,412,1,0,1,84,0,0,0,0,0,0,0,0,1,0,0,0,0
548,20,0.0,8900,4,4,1056.0,1056.0,1.0,2,5,0,384.0,531478010,0.0,1056,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,50,80.0,8480,5,5,442.0,832.0,0.0,2,6,0,336.0,535352080,0.0,832,384,1,0,1,158,0,0,0,0,0,1,0,0,0,0,0,0,0
550,50,50.0,6000,6,7,0.0,862.0,0.0,3,5,1,208.0,903227080,0.0,950,208,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
551,20,74.0,8847,8,5,769.0,1538.0,1.0,3,7,0,484.0,528439040,148.0,1538,0,2,0,1,146,0,0,0,0,0,0,0,0,0,1,0,0,0
552,20,0.0,8050,5,5,856.0,1143.0,1.0,3,6,0,308.0,535152130,150.0,1143,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
553,20,70.0,8294,4,5,0.0,858.0,0.0,3,5,0,480.0,527404140,0.0,872,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
554,50,0.0,7920,6,7,0.0,319.0,0.0,3,6,0,0.0,903458110,0.0,1035,371,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
555,20,100.0,18494,6,5,0.0,1324.0,0.0,3,6,0,430.0,528218150,0.0,1324,0,2,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
556,20,0.0,7162,5,7,0.0,876.0,0.0,3,6,0,408.0,905104080,41.0,904,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,70,53.0,10918,7,9,0.0,1276.0,0.0,3,9,2,282.0,909257050,0.0,1276,804,1,1,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0
558,120,37.0,4435,6,5,662.0,848.0,1.0,1,3,1,420.0,907290230,169.0,848,0,1,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0
559,50,0.0,11250,4,5,0.0,1104.0,1.0,5,8,2,304.0,905229040,0.0,1104,684,1,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
560,20,0.0,14375,6,6,111.0,819.0,0.0,3,7,1,525.0,916176030,541.0,1344,0,1,0,1,0,233,0,0,0,0,0,0,0,0,0,0,0,0
561,190,100.0,9045,5,3,0.0,840.0,0.0,4,12,0,0.0,902401060,0.0,1128,1128,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
562,60,97.0,10029,6,5,831.0,1151.0,0.0,4,8,1,521.0,905352180,268.0,1164,896,2,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0,0
563,120,34.0,4060,6,5,266.0,1405.0,1.0,2,5,0,511.0,527427110,0.0,1337,0,2,0,1,144,0,0,0,0,0,1,0,0,0,0,0,0,0
564,80,82.0,9020,6,7,312.0,1127.0,1.0,3,6,0,490.0,534401130,183.0,1165,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
565,80,96.0,11777,5,6,328.0,1164.0,1.0,3,6,2,564.0,905103140,97.0,1320,0,1,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0
566,20,70.0,10171,7,5,2.0,1517.0,0.0,3,7,0,532.0,528138060,168.0,1535,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
567,60,80.0,10400,7,6,0.0,738.0,0.0,3,7,1,489.0,527354160,280.0,1277,767,2,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0
568,50,52.0,6240,4,7,80.0,704.0,0.0,2,6,0,336.0,903231080,0.0,624,512,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
569,85,0.0,12150,6,6,1001.0,1001.0,1.0,2,5,1,486.0,914452090,0.0,1299,0,2,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0
570,160,24.0,2645,8,5,0.0,776.0,0.0,2,5,0,492.0,533236040,456.0,764,677,2,1,1,206,0,0,0,0,0,0,0,0,0,1,0,0,0
571,20,0.0,22692,5,5,587.0,1073.0,0.0,3,6,1,649.0,905377020,0.0,1630,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
572,70,60.0,9600,7,7,16.0,728.0,0.0,3,6,1,546.0,902106040,0.0,832,809,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,60,74.0,13830,5,5,791.0,928.0,0.0,3,6,1,482.0,527105010,0.0,928,701,2,1,1,212,0,0,0,0,0,0,0,0,0,0,0,0,0
574,120,0.0,4435,6,5,685.0,848.0,1.0,1,4,0,420.0,907290180,170.0,848,0,1,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0
575,30,0.0,5890,6,8,538.0,816.0,0.0,2,5,0,432.0,910202100,0.0,816,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,20,112.0,10859,5,5,0.0,1097.0,0.0,3,6,0,672.0,907135040,0.0,1097,0,1,1,1,392,0,0,0,0,0,0,0,0,0,0,0,0,0
577,120,41.0,5330,8,5,1196.0,1494.0,1.0,2,6,0,499.0,527126030,0.0,1652,0,2,0,1,96,0,0,0,0,0,0,0,0,0,0,1,0,0
578,90,72.0,10778,4,5,0.0,1768.0,0.0,4,8,0,0.0,905101310,0.0,1768,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,90,74.0,6845,4,5,0.0,0.0,0.0,2,6,0,0.0,908204160,58.0,1152,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
580,30,109.0,21780,2,4,0.0,0.0,0.0,1,4,0,280.0,912251110,0.0,810,0,1,0,1,119,0,1,0,0,1,0,0,0,0,0,0,0,0
581,120,80.0,10307,7,5,876.0,1350.0,1.0,2,6,1,484.0,528175050,176.0,1358,0,2,0,1,192,0,0,0,0,0,0,0,1,0,0,0,0,0
582,120,32.0,4500,6,5,897.0,1216.0,1.0,2,5,0,402.0,923203090,116.0,1216,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,50,75.0,9060,6,5,0.0,967.0,0.0,4,6,0,384.0,910226060,327.0,967,671,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,160,24.0,2160,7,5,510.0,600.0,1.0,2,4,0,462.0,533217050,212.0,624,628,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
585,85,70.0,7669,5,6,718.0,828.0,1.0,2,5,1,698.0,923276260,0.0,883,0,1,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
586,20,62.0,9858,5,6,510.0,864.0,1.0,3,5,0,288.0,923225490,0.0,874,0,1,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0
587,70,50.0,10300,7,6,0.0,576.0,0.0,3,9,0,480.0,903425110,0.0,902,808,2,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0
588,20,65.0,8125,8,5,0.0,1836.0,0.0,3,8,1,517.0,528480170,288.0,1836,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
589,20,69.0,14850,5,5,895.0,1092.0,1.0,2,6,1,299.0,535179050,0.0,1092,0,1,0,1,268,122,0,0,0,0,1,0,0,0,0,0,0,0
590,120,35.0,4274,7,5,1106.0,1241.0,1.0,1,4,0,569.0,533208040,0.0,1241,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
591,20,80.0,9650,6,5,686.0,1350.0,0.0,2,6,1,630.0,534152120,360.0,1334,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,20,0.0,14585,6,6,594.0,1144.0,0.0,3,7,2,572.0,534425080,85.0,1429,0,1,0,1,216,0,0,0,0,0,1,0,0,0,0,0,0,0
593,20,75.0,9000,8,5,1078.0,1566.0,1.0,3,7,0,750.0,528458110,36.0,1566,0,2,0,1,144,0,0,0,0,0,0,0,0,0,1,0,0,0
594,60,0.0,13774,7,7,432.0,908.0,0.0,4,8,2,520.0,534151120,283.0,1316,972,1,2,1,321,156,0,0,0,0,0,0,0,0,0,0,0,0
595,120,50.0,5119,9,5,1238.0,1698.0,1.0,2,5,1,506.0,533215080,60.0,1709,0,2,0,1,97,0,0,0,0,0,0,0,0,0,1,0,0,0
596,20,71.0,9254,8,5,119.0,1721.0,1.0,3,7,0,554.0,528172070,210.0,1721,0,2,0,1,168,0,0,0,0,0,0,0,1,0,0,0,0,0
597,20,95.0,10324,8,5,872.0,1254.0,1.0,2,5,0,810.0,906380220,140.0,1254,0,2,0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0
598,50,63.0,8375,5,7,336.0,576.0,1.0,2,6,0,627.0,905227050,0.0,864,486,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,20,75.0,9750,7,5,0.0,1630.0,0.0,3,6,1,451.0,907290090,171.0,1630,0,2,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0
600,60,74.0,7632,7,5,0.0,784.0,0.0,3,7,0,449.0,531376050,96.0,831,754,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
601,190,90.0,15750,5,5,841.0,1165.0,1.0,2,5,2,375.0,909428110,56.0,1336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,20,0.0,9240,5,6,612.0,864.0,0.0,2,6,1,576.0,532353030,0.0,1211,0,1,0,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0
603,20,80.0,10400,6,5,903.0,1259.0,1.0,2,5,1,478.0,527354050,253.0,1353,0,2,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0
604,20,80.0,8800,7,6,654.0,1174.0,0.0,3,6,1,440.0,534401120,202.0,1200,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
605,60,86.0,11839,7,5,1085.0,1475.0,1.0,4,10,1,514.0,906204150,99.0,1532,797,2,1,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
606,20,70.0,9135,7,5,810.0,1536.0,1.0,3,7,0,532.0,907405020,113.0,1536,0,2,0,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
607,20,90.0,14115,6,7,296.0,1073.0,0.0,2,6,1,470.0,909425120,0.0,1811,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,60,109.0,14154,7,5,0.0,1063.0,0.0,3,9,1,947.0,528108160,350.0,1071,1101,2,1,1,192,0,0,0,0,0,0,0,1,0,0,0,0,1
609,20,65.0,6565,4,6,967.0,1073.0,1.0,3,6,0,720.0,911128010,0.0,1073,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610,60,70.0,7700,6,5,0.0,756.0,0.0,4,7,1,442.0,535477020,351.0,1051,788,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
611,50,63.0,4761,3,3,0.0,1020.0,0.0,2,5,0,0.0,902456015,0.0,1020,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
612,60,87.0,12361,6,7,860.0,946.0,0.0,3,8,1,1017.0,906204230,85.0,964,838,2,1,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0
613,80,72.0,9720,5,7,755.0,995.0,0.0,3,6,1,576.0,907200250,51.0,1009,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,20,72.0,8640,8,5,24.0,1338.0,0.0,3,6,0,598.0,528456190,0.0,1338,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
615,20,123.0,47007,5,7,0.0,0.0,0.0,5,11,2,624.0,908154080,0.0,3820,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
616,160,30.0,3180,7,5,0.0,689.0,0.0,2,5,0,540.0,533212140,0.0,703,689,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
617,120,38.0,14963,8,5,786.0,1260.0,1.0,1,4,2,500.0,533250050,0.0,1288,0,1,1,1,120,224,0,0,0,0,0,0,0,0,0,0,0,0
618,45,50.0,5000,6,7,0.0,992.0,0.0,3,6,0,160.0,903228090,0.0,1013,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
619,20,129.0,16870,8,5,1531.0,1782.0,1.0,3,7,2,932.0,528116010,238.0,1782,0,2,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0
620,20,86.0,14157,9,5,1249.0,1922.0,1.0,3,8,1,676.0,527210060,200.0,1922,0,2,0,1,178,0,0,0,0,0,0,0,0,0,0,1,0,0
621,20,96.0,12456,10,5,1172.0,1700.0,1.0,3,7,1,786.0,528102040,230.0,1718,0,2,0,1,216,0,0,0,0,0,0,0,1,0,0,0,0,0
622,20,100.0,14836,10,5,2146.0,2492.0,1.0,2,8,1,949.0,528176030,730.0,2492,0,2,1,1,226,0,0,0,0,0,0,0,1,0,0,0,0,0
623,50,56.0,6956,4,7,0.0,624.0,0.0,3,5,0,265.0,908225180,0.0,624,312,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
624,20,75.0,7862,6,5,27.0,1218.0,0.0,2,4,0,676.0,528456240,0.0,1218,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
625,60,0.0,11050,7,5,0.0,910.0,0.0,3,8,1,816.0,914467050,0.0,910,910,2,1,1,318,0,0,0,0,0,0,0,0,0,0,0,0,0
626,60,57.0,8924,7,5,0.0,880.0,0.0,3,8,0,527.0,907187030,0.0,880,844,2,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
627,20,0.0,9610,6,6,203.0,1121.0,0.0,3,7,1,488.0,535177100,632.0,1336,0,1,1,1,80,0,0,0,0,0,1,0,0,0,0,0,0,0
628,50,75.0,13710,5,5,420.0,910.0,0.0,4,6,0,282.0,910205130,0.0,910,648,1,1,1,289,0,0,0,0,1,0,0,0,0,0,0,0,0
629,60,100.0,12552,7,5,222.0,991.0,0.0,3,8,1,678.0,528477080,0.0,991,956,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
630,60,43.0,14565,7,5,537.0,832.0,0.0,3,6,0,483.0,531384030,145.0,832,825,2,1,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0
631,20,56.0,18559,7,5,1206.0,2048.0,1.0,3,7,2,550.0,527302185,383.0,2064,0,2,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0
632,190,68.0,10880,5,5,1040.0,1164.0,1.0,3,5,0,240.0,905479110,0.0,1164,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
633,120,24.0,2280,7,6,0.0,836.0,0.0,2,4,0,308.0,527453150,0.0,836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,20,125.0,31250,1,3,0.0,0.0,0.0,3,6,0,270.0,923125030,0.0,1600,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
635,90,81.0,11841,6,5,816.0,816.0,1.0,3,5,0,0.0,908127100,104.0,816,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
636,20,85.0,9187,9,5,1121.0,1766.0,1.0,2,7,1,478.0,528458160,162.0,1766,0,2,1,1,195,0,0,0,0,0,0,0,0,0,1,0,0,1
637,90,82.0,6270,5,6,284.0,1001.0,0.0,4,8,0,871.0,909275030,0.0,1001,1001,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,50,0.0,15660,7,9,341.0,798.0,0.0,3,8,2,431.0,909425010,312.0,1137,817,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,120,43.0,3087,7,5,453.0,1220.0,1.0,2,6,1,437.0,528228280,14.0,1364,0,2,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
640,60,95.0,13450,7,5,700.0,916.0,1.0,3,8,0,492.0,907192010,0.0,920,941,2,1,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0
641,90,75.0,10125,5,5,0.0,0.0,0.0,4,8,0,539.0,914476020,0.0,1302,432,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,70,80.0,8146,4,8,0.0,405.0,0.0,2,6,0,281.0,535377150,0.0,717,322,1,0,1,0,111,0,0,0,0,0,0,0,1,0,0,0,0
643,70,60.0,9600,4,4,0.0,677.0,0.0,3,7,0,720.0,902301060,0.0,833,677,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
644,60,98.0,12328,8,5,986.0,1149.0,1.0,4,10,1,729.0,527212060,146.0,1164,1377,3,1,1,120,0,0,0,0,0,0,0,0,0,0,1,0,0
645,20,76.0,10141,8,5,516.0,1512.0,0.0,3,6,0,845.0,531369020,264.0,1512,0,2,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0
646,20,65.0,8529,7,5,20.0,1454.0,0.0,3,6,1,527.0,531385020,0.0,1434,0,2,0,1,290,0,0,0,0,0,0,0,0,0,0,0,0,0
647,60,65.0,8127,7,5,410.0,812.0,1.0,3,6,0,628.0,528490070,0.0,812,841,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
648,70,70.0,8400,6,7,0.0,917.0,0.0,3,8,0,357.0,902327070,0.0,1090,917,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
649,20,44.0,10751,5,5,787.0,1037.0,1.0,2,5,0,431.0,532479050,44.0,1037,0,1,0,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0
650,20,77.0,10010,5,5,1071.0,1389.0,1.0,2,6,1,418.0,924100070,0.0,1389,0,1,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0
651,30,40.0,4280,5,6,365.0,440.0,0.0,2,4,1,352.0,909254140,0.0,694,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,50,60.0,9600,6,5,0.0,572.0,0.0,2,5,0,0.0,905480150,0.0,572,524,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
653,20,70.0,9800,5,7,894.0,894.0,1.0,3,5,0,552.0,907203040,0.0,894,0,1,0,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0
654,20,63.0,7560,5,5,119.0,864.0,1.0,3,5,0,576.0,527403360,0.0,864,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
655,70,60.0,9600,4,2,0.0,1095.0,1.0,4,8,0,779.0,902305090,0.0,1095,679,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
656,80,76.0,9880,6,6,522.0,1096.0,1.0,3,6,1,358.0,914475020,0.0,1118,0,1,0,1,203,0,0,0,0,0,0,0,0,0,0,0,0,0
657,50,80.0,9600,6,5,280.0,1032.0,0.0,3,6,0,288.0,534477080,0.0,1032,220,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
658,20,70.0,7931,5,5,1148.0,1148.0,1.0,3,6,0,672.0,535453200,0.0,1148,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
659,70,0.0,5100,8,7,0.0,588.0,0.0,3,7,1,228.0,903427090,0.0,833,833,1,0,1,192,0,0,0,0,0,0,0,0,1,0,0,0,0
660,60,0.0,9720,9,5,1194.0,1357.0,1.0,3,7,1,725.0,907255030,134.0,1366,581,2,1,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0
661,20,70.0,8521,5,5,842.0,912.0,0.0,3,5,1,336.0,905104210,0.0,912,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,90,52.0,8741,5,6,0.0,1195.0,0.0,4,8,0,0.0,908225310,0.0,1195,0,2,0,2,118,0,0,0,1,0,0,0,0,0,0,0,0,0
663,20,89.0,12461,8,5,1456.0,1624.0,1.0,2,5,1,757.0,533128090,0.0,1624,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
664,20,76.0,6950,5,7,710.0,914.0,1.0,2,5,0,444.0,907201280,40.0,914,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,20,115.0,16905,5,6,967.0,1350.0,0.0,2,5,2,308.0,916326040,0.0,1328,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,70,53.0,7155,6,8,0.0,686.0,0.0,3,6,1,225.0,909254100,0.0,686,775,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,60,0.0,9205,6,5,704.0,930.0,1.0,4,9,2,473.0,533125080,304.0,1364,1319,2,1,1,237,196,0,0,0,0,0,1,0,0,0,0,0,0
668,20,64.0,7697,7,6,0.0,1246.0,0.0,3,6,0,462.0,528222090,0.0,1258,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
669,20,78.0,7800,5,8,603.0,896.0,1.0,3,8,0,230.0,905426100,0.0,1112,896,3,0,1,103,0,0,0,1,0,0,0,0,0,0,0,0,0
670,20,0.0,14357,5,5,311.0,864.0,1.0,2,6,1,440.0,534278150,0.0,1187,0,1,0,1,128,0,0,0,0,0,1,0,0,0,0,0,0,0
671,20,65.0,8775,5,5,495.0,990.0,0.0,3,5,0,299.0,907125120,0.0,990,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,160,24.0,2645,8,5,612.0,960.0,1.0,3,7,0,480.0,533236060,466.0,962,624,2,1,1,169,0,0,0,0,0,0,0,0,0,1,0,0,0
673,20,43.0,13568,5,5,716.0,990.0,0.0,3,5,0,576.0,907135230,0.0,990,0,1,0,1,224,0,0,0,0,0,0,0,0,0,0,0,0,0
674,20,47.0,16321,5,6,1277.0,1484.0,1.0,2,6,2,319.0,535426195,0.0,1600,0,1,0,1,288,0,0,0,0,0,1,0,0,0,0,0,0,0
675,60,72.0,8640,8,5,350.0,896.0,0.0,3,8,0,590.0,528458080,0.0,896,896,2,1,1,184,0,0,0,0,0,0,0,0,0,1,0,0,1
676,180,21.0,1596,4,6,437.0,462.0,1.0,1,4,1,297.0,923225370,0.0,526,462,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,20,70.0,7315,5,6,625.0,1170.0,0.0,3,6,1,338.0,535453150,0.0,1170,0,1,0,1,0,225,0,0,0,0,1,0,0,0,0,0,0,0
678,70,42.0,7614,3,5,0.0,738.0,0.0,2,7,0,216.0,902134060,0.0,714,662,1,0,1,0,225,0,0,0,0,0,0,0,1,0,0,0,0
679,20,0.0,11000,5,6,740.0,1154.0,0.0,3,6,1,480.0,534402140,200.0,1154,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
680,70,0.0,10337,8,9,0.0,725.0,0.0,3,7,0,816.0,902300020,0.0,909,863,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
681,20,114.0,14803,10,5,1636.0,2078.0,1.0,2,7,1,1220.0,528104050,816.0,2084,0,2,0,1,188,0,0,0,0,0,0,0,1,0,0,0,0,1
682,30,50.0,8765,4,6,285.0,951.0,0.0,2,6,0,327.0,910207110,0.0,951,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
683,60,106.0,12720,8,5,1173.0,1455.0,1.0,4,10,2,810.0,528327070,150.0,1466,1221,2,1,1,252,0,0,0,0,0,0,1,0,0,0,0,0,0
684,20,85.0,11128,9,5,2158.0,2458.0,1.0,2,9,2,795.0,528441090,198.0,2490,0,2,0,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0
685,50,60.0,5160,6,6,0.0,1204.0,0.0,3,4,0,384.0,903481120,0.0,1204,462,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
686,20,63.0,13072,6,5,0.0,1141.0,0.0,3,6,0,484.0,531375070,0.0,1141,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,60,73.0,8814,5,6,732.0,732.0,0.0,4,7,0,470.0,534201240,0.0,732,732,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
688,190,70.0,7000,5,7,969.0,1117.0,1.0,3,5,0,0.0,905477050,0.0,820,527,1,0,1,85,0,0,0,1,0,0,0,0,0,0,0,1,0
689,190,59.0,4484,5,6,485.0,672.0,1.0,2,4,0,240.0,904302010,0.0,778,504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690,60,0.0,9019,6,5,274.0,636.0,0.0,3,6,0,472.0,531452210,0.0,636,684,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,50,60.0,8520,3,5,0.0,216.0,0.0,2,6,0,0.0,911225110,0.0,576,360,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
692,20,92.0,11932,8,5,0.0,1580.0,0.0,3,7,0,830.0,528427010,186.0,1580,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
693,20,0.0,115149,7,5,1219.0,1643.0,1.0,2,5,2,739.0,905301050,351.0,1824,0,2,0,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0
694,20,40.0,14330,5,6,88.0,864.0,1.0,2,5,0,440.0,907202240,0.0,1558,0,2,0,1,140,227,0,0,0,0,0,0,0,0,0,0,0,0
695,30,67.0,8777,3,6,0.0,0.0,0.0,2,5,0,240.0,908102060,0.0,640,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
696,160,24.0,2308,6,5,257.0,855.0,0.0,3,6,1,440.0,527454050,0.0,855,467,2,1,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0
697,70,50.0,2500,7,8,299.0,910.0,1.0,4,7,1,164.0,903429080,0.0,916,910,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
698,20,50.0,8049,7,5,1053.0,1309.0,1.0,2,6,1,484.0,916403020,54.0,1339,0,2,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
699,190,70.0,5600,4,5,0.0,0.0,0.0,3,7,0,0.0,903454060,0.0,372,720,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
700,80,73.0,9590,7,5,786.0,868.0,1.0,3,6,1,438.0,916455110,442.0,1146,0,2,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0
701,80,72.0,7200,6,6,631.0,1041.0,1.0,3,6,1,352.0,908152100,255.0,1125,0,1,0,1,296,0,0,0,1,0,0,0,0,0,0,0,0,0
702,50,86.0,11500,7,7,223.0,1017.0,0.0,3,6,1,180.0,909280030,0.0,1020,1037,1,1,1,0,322,0,0,0,0,0,0,0,0,0,0,0,0
703,30,60.0,6756,5,6,0.0,481.0,0.0,2,5,0,200.0,902134100,0.0,899,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
704,190,63.0,11426,4,6,0.0,828.0,0.0,3,9,0,0.0,902109080,0.0,828,658,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
705,20,93.0,12030,8,5,0.0,1694.0,0.0,3,7,0,818.0,528102100,254.0,1694,0,2,0,1,168,0,0,0,0,0,0,0,1,0,0,0,0,1
